"","P","D","W","ll","copula","params1","params2"
"1614","12","1408","64","2.03097417649589","tCopula","0.276725040843345","8248.77628063999"
"1615","12","1408","64","1.10545281619616","rot gumbelCopula","1.15288653559847",NA
"1616","12","1408","64","1.47290086672174","rot galambosCopula","0.422543537174485",NA
"1617","12","1408","64","1.6091789254746","rot huslerReissCopula","0.791280172497882",NA
"1618","13","1408","64","0","Independent",NA,NA
"1619","13","1408","64","3.21405354435576","normalCopula","-0.339174769490678",NA
"1620","13","1408","64","5.76706440797057","claytonCopula","-0.322020865729216",NA
"1621","13","1408","64","-2.5242152544569e-07","gumbelCopula","1.00000001490116",NA
"1622","13","1408","64","-Inf","galambosCopula",NA,NA
"1623","13","1408","64","-Inf","huslerReissCopula",NA,NA
"1624","13","1408","64","-Inf","tevCopula",NA,NA
"1625","13","1408","64","3.21403984508073","tCopula","-0.339165551870679","12730.9465181906"
"1626","13","1408","64","-4.09428804809629e-07","rot gumbelCopula","1.00000001490116",NA
"1627","13","1408","64","-Inf","rot galambosCopula",NA,NA
"1628","13","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1629","14","1408","64","0","Independent",NA,NA
"1630","14","1408","64","0.461742483367282","normalCopula","-0.137425901226334",NA
"1631","14","1408","64","0.210550433712968","claytonCopula","-0.106281372861902",NA
"1632","14","1408","64","-1.75937342155111e-07","gumbelCopula","1.00000001490116",NA
"1633","14","1408","64","-Inf","galambosCopula",NA,NA
"1634","14","1408","64","-Inf","huslerReissCopula",NA,NA
"1635","14","1408","64","-Inf","tevCopula",NA,NA
"1636","14","1408","64","0.461568728588184","tCopula","-0.137405238449446","21210.3507089386"
"1637","14","1408","64","-1.29855630033593e-07","rot gumbelCopula","1.00000001490116",NA
"1638","14","1408","64","-Inf","rot galambosCopula",NA,NA
"1639","14","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1640","15","1408","64","0","Independent",NA,NA
"1641","15","1408","64","0.2799341599683","normalCopula","0.107617468660875",NA
"1642","15","1408","64","0.172443015867264","claytonCopula","0.152564813659122",NA
"1643","15","1408","64","0.435200375849135","gumbelCopula","1.08863141863687",NA
"1644","15","1408","64","0.326198036483701","galambosCopula","0.306305374321513",NA
"1645","15","1408","64","0.282200119897907","huslerReissCopula","0.601394529807595",NA
"1646","15","1408","64","0.507712361716602","tevCopula","-0.373571211604015","1.5780619247746"
"1647","15","1408","64","0.27993087123109","tCopula","0.10761927673532","51496.043008452"
"1648","15","1408","64","0.140118591410294","rot gumbelCopula","1.05231168892583",NA
"1649","15","1408","64","0.234242760145709","rot galambosCopula","0.28229576302902",NA
"1650","15","1408","64","0.26120876713239","rot huslerReissCopula","0.595470626895562",NA
"1651","1","1408","96","0","Independent",NA,NA
"1652","1","1408","96","0.588324161057064","normalCopula","0.154859115224865",NA
"1653","1","1408","96","0.364227214631472","claytonCopula","0.234865611661099",NA
"1654","1","1408","96","0.75554958144061","gumbelCopula","1.11958361621016",NA
"1655","1","1408","96","0.759033849568636","galambosCopula","0.354520945874652",NA
"1656","1","1408","96","0.755465490619446","huslerReissCopula","0.680134124292913",NA
"1657","1","1408","96","0.760687206918264","tevCopula","0.423871576735643","5.83636672501272"
"1658","1","1408","96","0.677928673367598","tCopula","0.160412591125697","7.92549741686404"
"1659","1","1408","96","0.451156589429878","rot gumbelCopula","1.09905381815776",NA
"1660","1","1408","96","0.458324967174588","rot galambosCopula","0.330411557280357",NA
"1661","1","1408","96","0.471667261071925","rot huslerReissCopula","0.653161598733256",NA
"1662","2","1408","96","0","Independent",NA,NA
"1663","2","1408","96","0.612693071771911","normalCopula","0.157937805370368",NA
"1664","2","1408","96","1.04727515444376","claytonCopula","0.286720638912985",NA
"1665","2","1408","96","0.402157540747039","gumbelCopula","1.09139944029774",NA
"1666","2","1408","96","0.313166867310295","galambosCopula","0.309657553151377",NA
"1667","2","1408","96","0.290535018282105","huslerReissCopula","0.612708036377222",NA
"1668","2","1408","96","0.537346567921123","tevCopula","-0.702830118099416","0.674892460056741"
"1669","2","1408","96","0.612532539602081","tCopula","0.158214118453924","6365.23900512543"
"1670","2","1408","96","0.926542090848849","rot gumbelCopula","1.13664032679581",NA
"1671","2","1408","96","0.834709561582164","rot galambosCopula","0.37368132787836",NA
"1672","2","1408","96","0.824425169961891","rot huslerReissCopula","0.70512765710892",NA
"1673","3","1408","96","0","Independent",NA,NA
"1674","3","1408","96","1.13058047313494","normalCopula","-0.211054994425737",NA
"1675","3","1408","96","0.54832240310853","claytonCopula","-0.158534909849774",NA
"1676","3","1408","96","-2.14434316872514e-07","gumbelCopula","1.00000001490116",NA
"1677","3","1408","96","-Inf","galambosCopula",NA,NA
"1678","3","1408","96","-Inf","huslerReissCopula",NA,NA
"1679","3","1408","96","-Inf","tevCopula",NA,NA
"1680","3","1408","96","1.64595218320186","tCopula","-0.216071090428266","3.69457589327328"
"1681","3","1408","96","-2.13290078886902e-07","rot gumbelCopula","1.00000001490116",NA
"1682","3","1408","96","-Inf","rot galambosCopula",NA,NA
"1683","3","1408","96","-Inf","rot huslerReissCopula",NA,NA
"1684","4","1408","96","0","Independent",NA,NA
"1685","4","1408","96","0.185627730502615","normalCopula","-0.0878607932635152",NA
"1686","4","1408","96","0.00980923735374373","claytonCopula","0.0215990557502238",NA
"1687","4","1408","96","-1.42917185171412e-07","gumbelCopula","1.00000001490116",NA
"1688","4","1408","96","-Inf","galambosCopula",NA,NA
"1689","4","1408","96","-Inf","huslerReissCopula",NA,NA
"1690","4","1408","96","-Inf","tevCopula",NA,NA
"1691","4","1408","96","0.223446898626366","tCopula","-0.0934479193592332","11.8999598033242"
"1692","4","1408","96","-2.19503821286861e-08","rot gumbelCopula","1.00000001490116",NA
"1693","4","1408","96","-Inf","rot galambosCopula",NA,NA
"1694","4","1408","96","-Inf","rot huslerReissCopula",NA,NA
"1695","5","1408","96","0","Independent",NA,NA
"1696","5","1408","96","0.010820154249606","normalCopula","0.021329327468656",NA
"1697","5","1408","96","0.0264493576383201","claytonCopula","0.0431822265676358",NA
"1698","5","1408","96","-3.4483554900433e-10","gumbelCopula","1.00000001490116",NA
"1699","5","1408","96","2.44249065417534e-15","galambosCopula","0.0031066924373298",NA
"1700","5","1408","96","-4.32774927658553e-11","huslerReissCopula","0.152242665629897",NA
"1701","5","1408","96","-Inf","tevCopula",NA,NA
"1702","5","1408","96","0.0108033369576139","tCopula","0.0213307211504114","95761.1588050961"
"1703","5","1408","96","0.00871532234846008","rot gumbelCopula","1.0121910619005",NA
"1704","5","1408","96","0.0418213413901928","rot galambosCopula","0.207119911859195",NA
"1705","5","1408","96","0.0479789694645808","rot huslerReissCopula","0.484532164227881",NA
"1706","6","1408","96","0","Independent",NA,NA
"1707","6","1408","96","0.570161455806979","normalCopula","0.152212619851282",NA
"1708","6","1408","96","0.203514559517439","claytonCopula","0.241939151006778",NA
"1709","6","1408","96","1.16135351243036","gumbelCopula","1.15026313656506",NA
"1710","6","1408","96","0.960180809157109","galambosCopula","0.380859971873678",NA
"1711","6","1408","96","0.889371514805005","huslerReissCopula","0.70180662664003",NA
"1712","6","1408","96","1.82560879876575","tevCopula","-0.688022212687112","0.312018457234335"
"1713","6","1408","96","-Inf","tCopula",NA,NA
"1714","6","1408","96","0.600242830344086","rot gumbelCopula","1.11385320151863",NA
"1715","6","1408","96","0.438157697656411","rot galambosCopula","0.328800283544883",NA
"1716","6","1408","96","0.418319245372897","rot huslerReissCopula","0.639728959382132",NA
"1717","7","1408","96","0","Independent",NA,NA
"1718","7","1408","96","0.23075016414534","normalCopula","-0.0978309315943334",NA
"1719","7","1408","96","0.324386404586404","claytonCopula","-0.0789266492558341",NA
"1720","7","1408","96","-6.33218846385342e-08","gumbelCopula","1.00000001490116",NA
"1721","7","1408","96","-Inf","galambosCopula",NA,NA
"1722","7","1408","96","-Inf","huslerReissCopula",NA,NA
"1723","7","1408","96","-Inf","tevCopula",NA,NA
"1724","7","1408","96","0.230710317884435","tCopula","-0.097821139981548","21781.4118983525"
"1725","7","1408","96","-9.25311304284145e-08","rot gumbelCopula","1.00000001490116",NA
"1726","7","1408","96","-Inf","rot galambosCopula",NA,NA
"1727","7","1408","96","-Inf","rot huslerReissCopula",NA,NA
"1728","8","1408","96","0","Independent",NA,NA
"1729","8","1408","96","1.51446342401331","normalCopula","-0.241920980614252",NA
"1730","8","1408","96","1.91086299703707","claytonCopula","-0.232309296803363",NA
"1731","8","1408","96","-1.97112295765092e-07","gumbelCopula","1.00000001490116",NA
"1732","8","1408","96","-Inf","galambosCopula",NA,NA
"1733","8","1408","96","-Inf","huslerReissCopula",NA,NA
"1734","8","1408","96","-Inf","tevCopula",NA,NA
"1735","8","1408","96","1.52995895121446","tCopula","-0.236101475435655","18.41299277272"
"1736","8","1408","96","-2.63507756019868e-07","rot gumbelCopula","1.00000001490116",NA
"1737","8","1408","96","-Inf","rot galambosCopula",NA,NA
"1738","8","1408","96","-Inf","rot huslerReissCopula",NA,NA
"1739","9","1408","96","0","Independent",NA,NA
"1740","9","1408","96","0.395113203091829","normalCopula","0.127630540451244",NA
"1741","9","1408","96","-0.217282963805566","claytonCopula","0.191169984833713",NA
"1742","9","1408","96","0.986355400127503","gumbelCopula","1.13424530951039",NA
"1743","9","1408","96","0.88116324186215","galambosCopula","0.365874759011449",NA
"1744","9","1408","96","0.85108993047735","huslerReissCopula","0.69005236141411",NA
"1745","9","1408","96","2.15649698901104","tevCopula","-0.809541132463674","0.183701524402753"
"1746","9","1408","96","0.726189075231959","tCopula","0.13415368647927","4.31654358862461"
"1747","9","1408","96","0.154574612866102","rot gumbelCopula","1.05782567155892",NA
"1748","9","1408","96","0.153393109801793","rot galambosCopula","0.267680667062869",NA
"1749","9","1408","96","0.160529358077551","rot huslerReissCopula","0.56728682897984",NA
"1750","10","1408","96","0","Independent",NA,NA
"1751","10","1408","96","2.94116999289133","normalCopula","0.326312439444253",NA
"1752","10","1408","96","3.41201570448111","claytonCopula","0.491388904719526",NA
"1753","10","1408","96","2.30154300913508","gumbelCopula","1.21690249256016",NA
"1754","10","1408","96","2.36895152529502","galambosCopula","0.486489945730492",NA
"1755","10","1408","96","2.36468986987668","huslerReissCopula","0.85355969641255",NA
"1756","10","1408","96","2.36888279259263","tevCopula","0.797444533982692","12.3739103926628"
"1757","10","1408","96","2.9407488054362","tCopula","0.326316196134241","8421.30059058555"
"1758","10","1408","96","3.08658799826481","rot gumbelCopula","1.24274167625973",NA
"1759","10","1408","96","3.42332664252313","rot galambosCopula","0.523698220366301",NA
"1760","10","1408","96","3.57223026274079","rot huslerReissCopula","0.917677291628758",NA
"1761","11","1408","96","0","Independent",NA,NA
"1762","11","1408","96","1.7943497338825","normalCopula","-0.261516327812785",NA
"1763","11","1408","96","1.16145878100552","claytonCopula","-0.203450903557426",NA
"1764","11","1408","96","-3.27506240261136e-07","gumbelCopula","1.00000001490116",NA
"1765","11","1408","96","-Inf","galambosCopula",NA,NA
"1766","11","1408","96","-Inf","huslerReissCopula",NA,NA
"1767","11","1408","96","-Inf","tevCopula",NA,NA
"1768","11","1408","96","1.79403947217121","tCopula","-0.261505120397328","15116.4031652017"
"1769","11","1408","96","-2.63266555462511e-07","rot gumbelCopula","1.00000001490116",NA
"1770","11","1408","96","-Inf","rot galambosCopula",NA,NA
"1771","11","1408","96","-Inf","rot huslerReissCopula",NA,NA
"1772","12","1408","96","0","Independent",NA,NA
"1773","12","1408","96","3.84596377459338","normalCopula","0.366422919208623",NA
"1774","12","1408","96","2.58152456959361","claytonCopula","0.523573942940538",NA
"1775","12","1408","96","4.15537892106966","gumbelCopula","1.29631727478044",NA
"1776","12","1408","96","4.42986661222347","galambosCopula","0.574661225285495",NA
"1777","12","1408","96","4.57392385955894","huslerReissCopula","0.977808443651623",NA
"1778","12","1408","96","4.54508079423339","tevCopula","0.959659105807105","51.098046179355"
"1779","12","1408","96","3.95388928911822","tCopula","0.349238332746846","6.30871713883924"
"1780","12","1408","96","3.70238683962401","rot gumbelCopula","1.29270225160649",NA
"1781","12","1408","96","3.36051983511893","rot galambosCopula","0.551523792214689",NA
"1782","12","1408","96","3.17186218100363","rot huslerReissCopula","0.912621173128932",NA
"1783","13","1408","96","0","Independent",NA,NA
"1784","13","1408","96","1.87530100734057","normalCopula","0.266819441665879",NA
"1785","13","1408","96","-0.00799446705482831","claytonCopula","0.355330364546256",NA
"1786","13","1408","96","2.19903601916862","gumbelCopula","1.2013999655811",NA
"1787","13","1408","96","2.58452862592477","galambosCopula","0.478101877944331",NA
"1788","13","1408","96","2.74051216851503","huslerReissCopula","0.861994027232189",NA
"1789","13","1408","96","2.7041253183512","tevCopula","0.94360054891444","47.102883781897"
"1790","13","1408","96","1.8745872711452","tCopula","0.266873312815068","6877.62423019032"
"1791","13","1408","96","0.595106973361772","rot gumbelCopula","1.11581256371427",NA
"1792","13","1408","96","0.863347741907092","rot galambosCopula","0.379109525664466",NA
"1793","13","1408","96","0.95433865253289","rot huslerReissCopula","0.732155391595461",NA
"1794","14","1408","96","0","Independent",NA,NA
"1795","14","1408","96","1.37621859280782","normalCopula","0.231531719173947",NA
"1796","14","1408","96","-0.797265727265032","claytonCopula","0.427023453542845",NA
"1797","14","1408","96","3.87550264403529","gumbelCopula","1.300088941383",NA
"1798","14","1408","96","2.7766954269422","galambosCopula","0.538123374491355",NA
"1799","14","1408","96","2.12101780739676","huslerReissCopula","0.83755965472499",NA
"1800","14","1408","96","6.75592580175274","tevCopula","-0.148208132257325","0.578306628465905"
"1801","14","1408","96","3.11281726365285","tCopula","0.315643676078842","2.86015729819199"
"1802","14","1408","96","0.718159125125363","rot gumbelCopula","1.13599784079295",NA
"1803","14","1408","96","0.540220127689283","rot galambosCopula","0.358211925815506",NA
"1804","14","1408","96","0.499325633824623","rot huslerReissCopula","0.673022575917289",NA
"1805","15","1408","96","0","Independent",NA,NA
"1806","15","1408","96","0.219956980043494","normalCopula","-0.0957494333993321",NA
"1807","15","1408","96","0.0142095489677681","claytonCopula","0.0246239129447421",NA
"1808","15","1408","96","-1.5184499187193e-07","gumbelCopula","1.00000001490116",NA
"1809","15","1408","96","-Inf","galambosCopula",NA,NA
"1810","15","1408","96","-Inf","huslerReissCopula",NA,NA
"1811","15","1408","96","-Inf","tevCopula",NA,NA
"1812","15","1408","96","0.249977679474084","tCopula","-0.110775006202621","16.5034397113706"
"1813","15","1408","96","-3.20610306792785e-08","rot gumbelCopula","1.00000001490116",NA
"1814","15","1408","96","-Inf","rot galambosCopula",NA,NA
"1815","15","1408","96","-Inf","rot huslerReissCopula",NA,NA
"1816","1","1408","128","0","Independent",NA,NA
"1817","1","1408","128","0.486601847407567","normalCopula","0.141318206640627",NA
"1818","1","1408","128","0.977912317189028","claytonCopula","0.269953777177343",NA
"1819","1","1408","128","0.556180344879206","gumbelCopula","1.10375143766459",NA
"1820","1","1408","128","0.364659352657317","galambosCopula","0.319651769512531",NA
"1821","1","1408","128","0.304093706544426","huslerReissCopula","0.614443203291067",NA
"1822","1","1408","128","0.817835348158634","tevCopula","-0.567798723281488","0.855649684031746"
"1823","1","1408","128","1.09777348625758","tCopula","0.146075808036862","3.51396887513069"
"1824","1","1408","128","1.02769398451067","rot gumbelCopula","1.13733738295997",NA
"1825","1","1408","128","0.864875639793758","rot galambosCopula","0.372295117088294",NA
"1826","1","1408","128","0.821645284452881","rot huslerReissCopula","0.697404750733004",NA
"1827","2","1408","128","0","Independent",NA,NA
"1828","2","1408","128","3.54746578113599","normalCopula","-0.353966116953062",NA
"1829","2","1408","128","2.24346939397395","claytonCopula","-0.160028427270176",NA
"1830","2","1408","128","-3.24590271452707e-07","gumbelCopula","1.00000001490116",NA
"1831","2","1408","128","-Inf","galambosCopula",NA,NA
"1832","2","1408","128","-Inf","huslerReissCopula",NA,NA
"1833","2","1408","128","-Inf","tevCopula",NA,NA
"1834","2","1408","128","3.55220535935777","tCopula","-0.351809109542694","30.9348280558546"
"1835","2","1408","128","-3.93194580058671e-07","rot gumbelCopula","1.00000001490116",NA
"1836","2","1408","128","-Inf","rot galambosCopula",NA,NA
"1837","2","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1838","3","1408","128","0","Independent",NA,NA
"1839","3","1408","128","1.67634721861456","normalCopula","0.253655322380625",NA
"1840","3","1408","128","1.52617945402612","claytonCopula","0.335067416644902",NA
"1841","3","1408","128","1.64916487595062","gumbelCopula","1.18743311235927",NA
"1842","3","1408","128","1.51742289522859","galambosCopula","0.43606342017101",NA
"1843","3","1408","128","1.48293802105025","huslerReissCopula","0.78232053431709",NA
"1844","3","1408","128","1.91118372391659","tevCopula","-0.378175544811183","0.823820419886918"
"1845","3","1408","128","1.67584784587003","tCopula","0.2536203085926","2161.27983707155"
"1846","3","1408","128","1.48444690718869","rot gumbelCopula","1.17028655839283",NA
"1847","3","1408","128","1.71434331259219","rot galambosCopula","0.433566004669349",NA
"1848","3","1408","128","1.80377720664185","rot huslerReissCopula","0.798190731500017",NA
"1849","4","1408","128","0","Independent",NA,NA
"1850","4","1408","128","0.94767331148569","normalCopula","-0.194198715411652",NA
"1851","4","1408","128","0.445757831781626","claytonCopula","-0.121122048668575",NA
"1852","4","1408","128","-2.0563078086816e-07","gumbelCopula","1.00000001490116",NA
"1853","4","1408","128","-Inf","galambosCopula",NA,NA
"1854","4","1408","128","-Inf","huslerReissCopula",NA,NA
"1855","4","1408","128","-Inf","tevCopula",NA,NA
"1856","4","1408","128","1.16550349572414","tCopula","-0.198787944459803","6.54233565265082"
"1857","4","1408","128","-1.71199476567407e-07","rot gumbelCopula","1.00000001490116",NA
"1858","4","1408","128","-Inf","rot galambosCopula",NA,NA
"1859","4","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1860","5","1408","128","0","Independent",NA,NA
"1861","5","1408","128","0.529573284044905","normalCopula","-0.146887447540952",NA
"1862","5","1408","128","1.60552620618152","claytonCopula","-0.172101347430719",NA
"1863","5","1408","128","-4.04872252239043e-08","gumbelCopula","1.00000001490116",NA
"1864","5","1408","128","-Inf","galambosCopula",NA,NA
"1865","5","1408","128","-Inf","huslerReissCopula",NA,NA
"1866","5","1408","128","-Inf","tevCopula",NA,NA
"1867","5","1408","128","1.04193653776251","tCopula","-0.147355889567486","4.13716121673198"
"1868","5","1408","128","-2.0775543633925e-07","rot gumbelCopula","1.00000001490116",NA
"1869","5","1408","128","-Inf","rot galambosCopula",NA,NA
"1870","5","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1871","6","1408","128","0","Independent",NA,NA
"1872","6","1408","128","4.03629137396415","normalCopula","-0.374567967137952",NA
"1873","6","1408","128","1.43458397973191","claytonCopula","-0.192535493655042",NA
"1874","6","1408","128","-3.55959731052069e-07","gumbelCopula","1.00000001490116",NA
"1875","6","1408","128","-Inf","galambosCopula",NA,NA
"1876","6","1408","128","-Inf","huslerReissCopula",NA,NA
"1877","6","1408","128","-Inf","tevCopula",NA,NA
"1878","6","1408","128","6.21208289503991","tCopula","-0.360606126419597","2.4262307857877"
"1879","6","1408","128","-3.47683518227629e-07","rot gumbelCopula","1.00000001490116",NA
"1880","6","1408","128","-Inf","rot galambosCopula",NA,NA
"1881","6","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1882","7","1408","128","0","Independent",NA,NA
"1883","7","1408","128","0.515042629506385","normalCopula","0.144975124024941",NA
"1884","7","1408","128","0.771691834678124","claytonCopula","0.228097579270365",NA
"1885","7","1408","128","0.323567066898613","gumbelCopula","1.07575766030674",NA
"1886","7","1408","128","0.454585477355652","galambosCopula","0.314170134632316",NA
"1887","7","1408","128","0.485601637987524","huslerReissCopula","0.636408136942359",NA
"1888","7","1408","128","0.470148560528142","tevCopula","0.823882686147597","26.697886193605"
"1889","7","1408","128","0.514958987241988","tCopula","0.144760287306877","2818.37708960105"
"1890","7","1408","128","0.604771892798266","rot gumbelCopula","1.10232328717692",NA
"1891","7","1408","128","0.765728080932479","rot galambosCopula","0.350216386898262",NA
"1892","7","1408","128","0.810549306232266","rot huslerReissCopula","0.685971235231632",NA
"1893","8","1408","128","0","Independent",NA,NA
"1894","8","1408","128","0.173904733229563","normalCopula","-0.08507084677175",NA
"1895","8","1408","128","0.0160201572942576","claytonCopula","0.0284183357005353",NA
"1896","8","1408","128","-1.36345062268228e-07","gumbelCopula","1.00000001490116",NA
"1897","8","1408","128","-Inf","galambosCopula",NA,NA
"1898","8","1408","128","-Inf","huslerReissCopula",NA,NA
"1899","8","1408","128","-Inf","tevCopula",NA,NA
"1900","8","1408","128","0.241321528870399","tCopula","-0.0819216608997669","9.09061156591921"
"1901","8","1408","128","6.99872540130264e-10","rot gumbelCopula","1.00000001490116",NA
"1902","8","1408","128","-Inf","rot galambosCopula",NA,NA
"1903","8","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1904","9","1408","128","0","Independent",NA,NA
"1905","9","1408","128","1.02075895906878","normalCopula","0.201190267608525",NA
"1906","9","1408","128","2.33387745026795","claytonCopula","0.412107311580737",NA
"1907","9","1408","128","0.626884779303953","gumbelCopula","1.12154582614662",NA
"1908","9","1408","128","0.400231332435948","galambosCopula","0.339449591422819",NA
"1909","9","1408","128","0.315217575885762","huslerReissCopula","0.631836861425359",NA
"1910","9","1408","128","0.846116558647203","tevCopula","-0.298937535834974","1.3372643797434"
"1911","9","1408","128","1.38512863243139","tCopula","0.225874302786189","6.04574200346336"
"1912","9","1408","128","1.82483688802637","rot gumbelCopula","1.19003015515298",NA
"1913","9","1408","128","1.76735281282617","rot galambosCopula","0.443145500891197",NA
"1914","9","1408","128","1.74033008770916","rot huslerReissCopula","0.793372523486748",NA
"1915","10","1408","128","0","Independent",NA,NA
"1916","10","1408","128","2.07084677485518","normalCopula","-0.279097537180287",NA
"1917","10","1408","128","0.996069527485421","claytonCopula","-0.111891277004493",NA
"1918","10","1408","128","-2.8885380135707e-07","gumbelCopula","1.00000001490116",NA
"1919","10","1408","128","-Inf","galambosCopula",NA,NA
"1920","10","1408","128","-Inf","huslerReissCopula",NA,NA
"1921","10","1408","128","-Inf","tevCopula",NA,NA
"1922","10","1408","128","2.16733445273014","tCopula","-0.290106890216817","11.5173768460907"
"1923","10","1408","128","-2.93962541167165e-07","rot gumbelCopula","1.00000001490116",NA
"1924","10","1408","128","-Inf","rot galambosCopula",NA,NA
"1925","10","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1926","11","1408","128","0","Independent",NA,NA
"1927","11","1408","128","0.0312997264340305","normalCopula","-0.0362683406446501",NA
"1928","11","1408","128","0.334829151247934","claytonCopula","0.124300511716235",NA
"1929","11","1408","128","-8.5268079624834e-08","gumbelCopula","1.00000001490116",NA
"1930","11","1408","128","-Inf","galambosCopula",NA,NA
"1931","11","1408","128","-Inf","huslerReissCopula",NA,NA
"1932","11","1408","128","-Inf","tevCopula",NA,NA
"1933","11","1408","128","0.485130285560149","tCopula","-0.0881367361351921","4.36105378974297"
"1934","11","1408","128","0.0751768597912487","rot gumbelCopula","1.02987737482871",NA
"1935","11","1408","128","-Inf","rot galambosCopula",NA,NA
"1936","11","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1937","12","1408","128","0","Independent",NA,NA
"1938","12","1408","128","0.504396148621602","normalCopula","0.143458960328147",NA
"1939","12","1408","128","2.58432100984306","claytonCopula","0.4152154496822",NA
"1940","12","1408","128","0.272560334345217","gumbelCopula","1.07298085601542",NA
"1941","12","1408","128","0.174254690497889","galambosCopula","0.271181788273172",NA
"1942","12","1408","128","0.162741037466179","huslerReissCopula","0.561281835245282",NA
"1943","12","1408","128","1.40868497219624","tevCopula","-0.767973556775866","0.234736199237225"
"1944","12","1408","128","-Inf","tCopula",NA,NA
"1945","12","1408","128","2.06183816661924","rot gumbelCopula","1.18964188583222",NA
"1946","12","1408","128","1.83441650202884","rot galambosCopula","0.432237110699664",NA
"1947","12","1408","128","1.75587259989197","rot huslerReissCopula","0.773138119220796",NA
"1948","13","1408","128","0","Independent",NA,NA
"1949","13","1408","128","2.08450868497477","normalCopula","-0.2799216952792",NA
"1950","13","1408","128","1.09799096179761","claytonCopula","-0.107570168621622",NA
"1951","13","1408","128","-2.70555957443408e-07","gumbelCopula","1.00000001490116",NA
"1952","13","1408","128","-Inf","galambosCopula",NA,NA
"1953","13","1408","128","-Inf","huslerReissCopula",NA,NA
"1954","13","1408","128","-Inf","tevCopula",NA,NA
"1955","13","1408","128","2.40635359416012","tCopula","-0.279550255246822","4.34960984287789"
"1956","13","1408","128","-2.980257639007e-07","rot gumbelCopula","1.00000001490116",NA
"1957","13","1408","128","-Inf","rot galambosCopula",NA,NA
"1958","13","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1959","14","1408","128","0","Independent",NA,NA
"1960","14","1408","128","0.722745330039291","normalCopula","-0.170633521758135",NA
"1961","14","1408","128","0.653638336214096","claytonCopula","-0.159827374098187",NA
"1962","14","1408","128","-2.24070855365036e-07","gumbelCopula","1.00000001490116",NA
"1963","14","1408","128","-Inf","galambosCopula",NA,NA
"1964","14","1408","128","-Inf","huslerReissCopula",NA,NA
"1965","14","1408","128","-Inf","tevCopula",NA,NA
"1966","14","1408","128","0.72172558604223","tCopula","-0.170574187756821","5214.69257654811"
"1967","14","1408","128","-1.65268876367673e-07","rot gumbelCopula","1.00000001490116",NA
"1968","14","1408","128","-Inf","rot galambosCopula",NA,NA
"1969","14","1408","128","-Inf","rot huslerReissCopula",NA,NA
"1970","15","1408","128","0","Independent",NA,NA
"1971","15","1408","128","0.613804096322173","normalCopula","0.157761107730175",NA
"1972","15","1408","128","0.180774333752153","claytonCopula","0.232309188471777",NA
"1973","15","1408","128","1.70324600792523","gumbelCopula","1.18394108416251",NA
"1974","15","1408","128","1.16519495571836","galambosCopula","0.411051014454685",NA
"1975","15","1408","128","0.945053268986247","huslerReissCopula","0.716923735127359",NA
"1976","15","1408","128","2.90704877424122","tevCopula","-0.310764424435505","0.723226810594642"
"1977","15","1408","128","-Inf","tCopula",NA,NA
"1978","15","1408","128","0.567160745237793","rot gumbelCopula","1.10815494754871",NA
"1979","15","1408","128","0.492427997531411","rot galambosCopula","0.331831679320739",NA
"1980","15","1408","128","0.49177517291873","rot huslerReissCopula","0.650149882220981",NA
