"","P","D","W","ll","copula","params1","params2"
"827","1","512","128","0.920922499400163","normalCopula","0.191682904965052",NA
"828","1","512","128","2.26000937097952","claytonCopula","0.382419698506643",NA
"829","1","512","128","0.389768778424177","gumbelCopula","1.08712610061363",NA
"830","1","512","128","0.44922806908189","galambosCopula","0.322268239879267",NA
"831","1","512","128","0.467285392187222","huslerReissCopula","0.644116858905852",NA
"832","1","512","128","0.457561105982098","tevCopula","0.818708302010312","25.1714645511173"
"833","1","512","128","0.980490991429697","tCopula","0.163136034376362","6.95663420577636"
"834","1","512","128","1.66990040757654","rot gumbelCopula","1.16809550020054",NA
"835","1","512","128","1.86489192265747","rot galambosCopula","0.429772818311801",NA
"836","1","512","128","1.93118418058566","rot huslerReissCopula","0.790795872832146",NA
"837","2","512","128","0","Independent",NA,NA
"838","2","512","128","2.36113856637261","normalCopula","0.296087010880586",NA
"839","2","512","128","1.41499134068505","claytonCopula","0.395332730601596",NA
"840","2","512","128","2.44248242817789","gumbelCopula","1.21544340095708",NA
"841","2","512","128","2.63028559365926","galambosCopula","0.49004851464359",NA
"842","2","512","128","2.65723917298737","huslerReissCopula","0.863080470928752",NA
"843","2","512","128","2.64959764794472","tevCopula","0.894833195344909","24.4626069440917"
"844","2","512","128","2.360979215248","tCopula","0.296081069737734","24346.7710757434"
"845","2","512","128","1.63946244600998","rot gumbelCopula","1.18038216409824",NA
"846","2","512","128","1.93998840277015","rot galambosCopula","0.451167486691663",NA
"847","2","512","128","2.0797971005821","rot huslerReissCopula","0.826746010323275",NA
"848","3","512","128","0","Independent",NA,NA
"849","3","512","128","2.17930170896813","normalCopula","-0.285706484646689",NA
"850","3","512","128","0.575081058427348","claytonCopula","-0.0838690218127431",NA
"851","3","512","128","-3.17686033299291e-07","gumbelCopula","1.00000001490116",NA
"852","3","512","128","-Inf","galambosCopula",NA,NA
"853","3","512","128","-Inf","huslerReissCopula",NA,NA
"854","3","512","128","-Inf","tevCopula",NA,NA
"855","3","512","128","2.32314862622776","tCopula","-0.270558771482957","6.62526612295039"
"856","3","512","128","-2.37163085215625e-07","rot gumbelCopula","1.00000001490116",NA
"857","3","512","128","-Inf","rot galambosCopula",NA,NA
"858","3","512","128","-Inf","rot huslerReissCopula",NA,NA
"859","4","512","128","0","Independent",NA,NA
"860","4","512","128","0.221666378764475","normalCopula","-0.0959142101866818",NA
"861","4","512","128","0.162603295567501","claytonCopula","0.082171895784878",NA
"862","4","512","128","-1.83015029280725e-07","gumbelCopula","1.00000001490116",NA
"863","4","512","128","-Inf","galambosCopula",NA,NA
"864","4","512","128","-Inf","huslerReissCopula",NA,NA
"865","4","512","128","-Inf","tevCopula",NA,NA
"866","4","512","128","1.60159744449696","tCopula","-0.193198338178221","2.99433728207761"
"867","4","512","128","0.00888961869876684","rot gumbelCopula","1.00994209573933",NA
"868","4","512","128","-Inf","rot galambosCopula",NA,NA
"869","4","512","128","-Inf","rot huslerReissCopula",NA,NA
"870","5","512","128","0","Independent",NA,NA
"871","5","512","128","1.32724114352508","normalCopula","0.228611725958623",NA
"872","5","512","128","0.663887926614982","claytonCopula","0.288690231717061",NA
"873","5","512","128","1.47874603459658","gumbelCopula","1.16559794694253",NA
"874","5","512","128","1.62097753708007","galambosCopula","0.426204851159412",NA
"875","5","512","128","1.67257282677963","huslerReissCopula","0.784193403395577",NA
"876","5","512","128","1.65272624355009","tevCopula","0.896653670798433","30.3835221603158"
"877","5","512","128","1.32680951581571","tCopula","0.228994744996644","5706.37020421424"
"878","5","512","128","0.943513959132987","rot gumbelCopula","1.13788879949262",NA
"879","5","512","128","1.01218138225269","rot galambosCopula","0.392006108908772",NA
"880","5","512","128","1.02994446455658","rot huslerReissCopula","0.735793936332141",NA
"881","6","512","128","0","Independent",NA,NA
"882","6","512","128","1.2942541160183","normalCopula","0.224975754067704",NA
"883","6","512","128","-0.152334751903578","claytonCopula","0.298361155756009",NA
"884","6","512","128","1.61006056227821","gumbelCopula","1.17406741525338",NA
"885","6","512","128","1.79174709967749","galambosCopula","0.435933169453179",NA
"886","6","512","128","1.88278807261083","huslerReissCopula","0.801411996649398",NA
"887","6","512","128","1.85885069535025","tevCopula","0.932963001976645","45.4876141088652"
"888","6","512","128","1.29346897385754","tCopula","0.224955656350932","7115.58823848591"
"889","6","512","128","0.350879452894935","rot gumbelCopula","1.08812357916241",NA
"890","6","512","128","0.54115539928538","rot galambosCopula","0.340344846359465",NA
"891","6","512","128","0.605252616097244","rot huslerReissCopula","0.6795636075307",NA
"892","7","512","128","0","Independent",NA,NA
"893","7","512","128","0.0199500516386071","normalCopula","-0.0290298275180708",NA
"894","7","512","128","0.129306859336656","claytonCopula","0.0853856700281135",NA
"895","7","512","128","-6.50190166190563e-08","gumbelCopula","1.00000001490116",NA
"896","7","512","128","-Inf","galambosCopula",NA,NA
"897","7","512","128","-Inf","huslerReissCopula",NA,NA
"898","7","512","128","-Inf","tevCopula",NA,NA
"899","7","512","128","0.0199273146618228","tCopula","-0.0290435752177301","6028.20890770738"
"900","7","512","128","0.0523373815272842","rot gumbelCopula","1.02716156465407",NA
"901","7","512","128","-Inf","rot galambosCopula",NA,NA
"902","7","512","128","-Inf","rot huslerReissCopula",NA,NA
"903","8","512","128","0","Independent",NA,NA
"904","8","512","128","0.00129915755638832","normalCopula","0.00739778595754776",NA
"905","8","512","128","0.0828370610780586","claytonCopula","0.0685280837228207",NA
"906","8","512","128","0.0236061205647352","gumbelCopula","1.01849979372193",NA
"907","8","512","128","-Inf","galambosCopula",NA,NA
"908","8","512","128","-Inf","huslerReissCopula",NA,NA
"909","8","512","128","0.0620621807676837","tevCopula","0.593407692949469","18.129319926801"
"910","8","512","128","1.71587061523617","tCopula","-0.0581585811509511","2.19895728591783"
"911","8","512","128","0.115962873595019","rot gumbelCopula","1.04210150253867",NA
"912","8","512","128","-Inf","rot galambosCopula",NA,NA
"913","8","512","128","-Inf","rot huslerReissCopula",NA,NA
"914","9","512","128","0","Independent",NA,NA
"915","9","512","128","0.297971993162598","normalCopula","-0.11107394448154",NA
"916","9","512","128","0.0314628887023057","claytonCopula","0.0437892891764242",NA
"917","9","512","128","-1.83331193795433e-07","gumbelCopula","1.00000001490116",NA
"918","9","512","128","-Inf","galambosCopula",NA,NA
"919","9","512","128","-Inf","huslerReissCopula",NA,NA
"920","9","512","128","-Inf","tevCopula",NA,NA
"921","9","512","128","0.504352242207946","tCopula","-0.0839804297443576","6.07562452314506"
"922","9","512","128","0.0132217268151803","rot gumbelCopula","1.0140294299386",NA
"923","9","512","128","-Inf","rot galambosCopula",NA,NA
"924","9","512","128","-Inf","rot huslerReissCopula",NA,NA
"925","10","512","128","0","Independent",NA,NA
"926","10","512","128","0.360936663177518","normalCopula","0.121904441070499",NA
"927","10","512","128","-0.0869114153274046","claytonCopula","0.151269304759844",NA
"928","10","512","128","0.877186546195499","gumbelCopula","1.12508220353003",NA
"929","10","512","128","0.756220999570283","galambosCopula","0.356488437302406",NA
"930","10","512","128","0.727284579341797","huslerReissCopula","0.678530746095532",NA
"931","10","512","128","4.91257913485373","tevCopula","-0.723063011216577","0.117902358683274"
"932","10","512","128","0.52101023135354","tCopula","0.111438798631089","4.74156733333782"
"933","10","512","128","0.150597377104272","rot gumbelCopula","1.05523342898917",NA
"934","10","512","128","0.168640847092535","rot galambosCopula","0.269694988500065",NA
"935","10","512","128","0.175642129961031","rot huslerReissCopula","0.569859675440027",NA
"936","11","512","128","0","Independent",NA,NA
"937","11","512","128","0.518282587463413","normalCopula","-0.14544688791532",NA
"938","11","512","128","0.045543843293483","claytonCopula","-0.0487770992551666",NA
"939","11","512","128","-2.01004197575034e-07","gumbelCopula","1.00000001490116",NA
"940","11","512","128","-Inf","galambosCopula",NA,NA
"941","11","512","128","-Inf","huslerReissCopula",NA,NA
"942","11","512","128","-Inf","tevCopula",NA,NA
"943","11","512","128","0.830979995677829","tCopula","-0.139797012415158","5.59960662801093"
"944","11","512","128","-4.77789103229403e-08","rot gumbelCopula","1.00000001490116",NA
"945","11","512","128","-Inf","rot galambosCopula",NA,NA
"946","11","512","128","-Inf","rot huslerReissCopula",NA,NA
"947","12","512","128","0","Independent",NA,NA
"948","12","512","128","1.0411928887022","normalCopula","0.203054281746595",NA
"949","12","512","128","0.235442089448034","claytonCopula","0.240927852925126",NA
"950","12","512","128","2.18051263182613","gumbelCopula","1.20031432034933",NA
"951","12","512","128","2.13067066510369","galambosCopula","0.45273457514204",NA
"952","12","512","128","2.10601695715182","huslerReissCopula","0.806748685765659",NA
"953","12","512","128","2.18220810127679","tevCopula","0.171211187038347","2.29180247567337"
"954","12","512","128","-Inf","tCopula",NA,NA
"955","12","512","128","0.874679221864614","rot gumbelCopula","1.13361400562708",NA
"956","12","512","128","0.73506189881036","rot galambosCopula","0.367083245305405",NA
"957","12","512","128","0.663380987156871","rot huslerReissCopula","0.682378644219701",NA
"958","13","512","128","0","Independent",NA,NA
"959","13","512","128","2.43813884348842","normalCopula","0.300526909212932",NA
"960","13","512","128","3.08799901048972","claytonCopula","0.505722148640588",NA
"961","13","512","128","3.39783173703566","gumbelCopula","1.28130977113511",NA
"962","13","512","128","2.92290519940343","galambosCopula","0.522853221752493",NA
"963","13","512","128","2.69897045223933","huslerReissCopula","0.86869125144942",NA
"964","13","512","128","4.74301898224005","tevCopula","-0.158609180149912","0.607765236734331"
"965","13","512","128","-Inf","tCopula",NA,NA
"966","13","512","128","3.79802241982357","rot gumbelCopula","1.29460711878937",NA
"967","13","512","128","3.24986900665809","rot galambosCopula","0.539775713516361",NA
"968","13","512","128","2.94072139997802","rot huslerReissCopula","0.882528237632039",NA
"969","14","512","128","0","Independent",NA,NA
"970","14","512","128","1.56384494170908","normalCopula","0.245524545973861",NA
"971","14","512","128","2.2718613099886","claytonCopula","0.422800864059076",NA
"972","14","512","128","1.51567377201379","gumbelCopula","1.18732042930949",NA
"973","14","512","128","1.22909450962641","galambosCopula","0.428077939999679",NA
"974","14","512","128","1.06270331495888","huslerReissCopula","0.748226704000436",NA
"975","14","512","128","1.8120291036039","tevCopula","-0.139303733496541","1.26103623669187"
"976","14","512","128","2.39057415637189","tCopula","0.272929986184442","4.44691668970622"
"977","14","512","128","2.2112953362886","rot gumbelCopula","1.21701838056601",NA
"978","14","512","128","2.06591998118905","rot galambosCopula","0.469357141518169",NA
"979","14","512","128","1.96014930850976","rot huslerReissCopula","0.815804867927475",NA
"980","15","512","128","0","Independent",NA,NA
"981","15","512","128","5.82175363380757","normalCopula","-0.435524964008756",NA
"982","15","512","128","3.45687452987906","claytonCopula","-0.230133840448709",NA
"983","15","512","128","-4.77737451595479e-07","gumbelCopula","1.00000001490116",NA
"984","15","512","128","-Inf","galambosCopula",NA,NA
"985","15","512","128","-Inf","huslerReissCopula",NA,NA
"986","15","512","128","-Inf","tevCopula",NA,NA
"987","15","512","128","5.8215449963582","tCopula","-0.435444755814724","387.324564616325"
"988","15","512","128","-4.57512629510604e-07","rot gumbelCopula","1.00000001490116",NA
"989","15","512","128","-Inf","rot galambosCopula",NA,NA
"990","15","512","128","-Inf","rot huslerReissCopula",NA,NA
"991","1","1024","64","0","Independent",NA,NA
"992","1","1024","64","0.128592942995996","normalCopula","-0.0732735015516204",NA
"993","1","1024","64","0.0202929738273181","claytonCopula","0.0296598307857353",NA
"994","1","1024","64","-4.49861922782735e-08","gumbelCopula","1.00000001490116",NA
"995","1","1024","64","-Inf","galambosCopula",NA,NA
"996","1","1024","64","-Inf","huslerReissCopula",NA,NA
"997","1","1024","64","-Inf","tevCopula",NA,NA
"998","1","1024","64","2.0230944731205","tCopula","-0.135909855557974","2.5394396797724"
"999","1","1024","64","2.18208926157093e-05","rot gumbelCopula","1.00027059686421",NA
"1000","1","1024","64","-Inf","rot galambosCopula",NA,NA
"1001","1","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1002","2","1024","64","0","Independent",NA,NA
"1003","2","1024","64","0.0998963280880667","normalCopula","-0.0646225368954409",NA
"1004","2","1024","64","0.411820187621615","claytonCopula","-0.122520821503307",NA
"1005","2","1024","64","0.151387928258693","gumbelCopula","1.04538632098326",NA
"1006","2","1024","64","-Inf","galambosCopula",NA,NA
"1007","2","1024","64","-Inf","huslerReissCopula",NA,NA
"1008","2","1024","64","0.774460675759748","tevCopula","-0.903242580105954","0.261633515627183"
"1009","2","1024","64","-Inf","tCopula",NA,NA
"1010","2","1024","64","-5.94344514784351e-08","rot gumbelCopula","1.00000001490116",NA
"1011","2","1024","64","-Inf","rot galambosCopula",NA,NA
"1012","2","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1013","3","1024","64","0","Independent",NA,NA
"1014","3","1024","64","4.56604886114954","normalCopula","-0.394000542277121",NA
"1015","3","1024","64","2.25893090109016","claytonCopula","-0.214987765203757",NA
"1016","3","1024","64","-4.88062263388767e-07","gumbelCopula","1.00000001490116",NA
"1017","3","1024","64","-Inf","galambosCopula",NA,NA
"1018","3","1024","64","-Inf","huslerReissCopula",NA,NA
"1019","3","1024","64","-Inf","tevCopula",NA,NA
"1020","3","1024","64","4.84997617256959","tCopula","-0.407422834425487","5.52365180854554"
"1021","3","1024","64","-4.2020127778708e-07","rot gumbelCopula","1.00000001490116",NA
"1022","3","1024","64","-Inf","rot galambosCopula",NA,NA
"1023","3","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1024","4","1024","64","0","Independent",NA,NA
"1025","4","1024","64","3.49081728616785","normalCopula","0.351545408881235",NA
"1026","4","1024","64","4.13285645552779","claytonCopula","0.56748038758481",NA
"1027","4","1024","64","3.67283437401397","gumbelCopula","1.29032412941952",NA
"1028","4","1024","64","3.53607117156038","galambosCopula","0.546844585693589",NA
"1029","4","1024","64","3.45986629652026","huslerReissCopula","0.917624801158846",NA
"1030","4","1024","64","3.74211855298319","tevCopula","0.2152780398604","1.65707595692525"
"1031","4","1024","64","-Inf","tCopula",NA,NA
"1032","4","1024","64","4.39008302403231","rot gumbelCopula","1.31783705049514",NA
"1033","4","1024","64","4.18677152966239","rot galambosCopula","0.578573220817808",NA
"1034","4","1024","64","4.07632623687792","rot huslerReissCopula","0.954450429387787",NA
"1035","5","1024","64","0","Independent",NA,NA
"1036","5","1024","64","1.22047026535135","normalCopula","-0.2187923176665",NA
"1037","5","1024","64","1.90055285304881","claytonCopula","-0.196215314566716",NA
"1038","5","1024","64","-1.48335177713871e-07","gumbelCopula","1.00000001490116",NA
"1039","5","1024","64","-Inf","galambosCopula",NA,NA
"1040","5","1024","64","-Inf","huslerReissCopula",NA,NA
"1041","5","1024","64","-Inf","tevCopula",NA,NA
"1042","5","1024","64","1.84644523873745","tCopula","-0.1706906118115","3.74854355335561"
"1043","5","1024","64","-2.21701368225986e-07","rot gumbelCopula","1.00000001490116",NA
"1044","5","1024","64","-Inf","rot galambosCopula",NA,NA
"1045","5","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1046","6","1024","64","0","Independent",NA,NA
"1047","6","1024","64","0.0631141215374897","normalCopula","0.0514317090161915",NA
"1048","6","1024","64","0.015581490544498","claytonCopula","0.0833476850162523",NA
"1049","6","1024","64","0.102348846575032","gumbelCopula","1.04372848680708",NA
"1050","6","1024","64","0.0671285898020669","galambosCopula","0.233912032825247",NA
"1051","6","1024","64","0.0596372635085398","huslerReissCopula","0.50750788681025",NA
"1052","6","1024","64","0.125754703613803","tevCopula","-0.605925630960954","1.56874000224036"
"1053","6","1024","64","0.113152895351573","tCopula","0.0649802879118459","11.7345235142145"
"1054","6","1024","64","0.128335342372182","rot gumbelCopula","1.04695521990607",NA
"1055","6","1024","64","0.0780896265524163","rot galambosCopula","0.236868844909419",NA
"1056","6","1024","64","0.0649043866876011","rot huslerReissCopula","0.507580565960996",NA
"1057","7","1024","64","0","Independent",NA,NA
"1058","7","1024","64","2.59520435730359","normalCopula","-0.308813379702684",NA
"1059","7","1024","64","0.93806074624381","claytonCopula","-0.103640688250353",NA
"1060","7","1024","64","-2.89076879687617e-07","gumbelCopula","1.00000001490116",NA
"1061","7","1024","64","-Inf","galambosCopula",NA,NA
"1062","7","1024","64","-Inf","huslerReissCopula",NA,NA
"1063","7","1024","64","-Inf","tevCopula",NA,NA
"1064","7","1024","64","2.85755037027865","tCopula","-0.282339200795806","5.34253230974377"
"1065","7","1024","64","-2.94114891677411e-07","rot gumbelCopula","1.00000001490116",NA
"1066","7","1024","64","-Inf","rot galambosCopula",NA,NA
"1067","7","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1068","8","1024","64","0","Independent",NA,NA
"1069","8","1024","64","1.50947218006384","normalCopula","0.241726630006185",NA
"1070","8","1024","64","0.827428935253945","claytonCopula","0.31310024060173",NA
"1071","8","1024","64","2.23624961224986","gumbelCopula","1.21182395318808",NA
"1072","8","1024","64","2.0696683704635","galambosCopula","0.462035478476733",NA
"1073","8","1024","64","2.02772289272958","huslerReissCopula","0.815643625752263",NA
"1074","8","1024","64","2.6838710983027","tevCopula","-0.340393188399756","0.717369522752773"
"1075","8","1024","64","2.19677223197647","tCopula","0.204409192980957","2.92728343376339"
"1076","8","1024","64","1.26859444675543","rot gumbelCopula","1.16022479686513",NA
"1077","8","1024","64","1.28256471531396","rot galambosCopula","0.41108769834737",NA
"1078","8","1024","64","1.28285773762951","rot huslerReissCopula","0.75596928818505",NA
"1079","9","1024","64","0","Independent",NA,NA
"1080","9","1024","64","0.00791642392875191","normalCopula","-0.0182464496261913",NA
"1081","9","1024","64","0.0247800645748307","claytonCopula","-0.00796943961317596",NA
"1082","9","1024","64","0.0371831585696363","gumbelCopula","1.02525265777881",NA
"1083","9","1024","64","-Inf","galambosCopula",NA,NA
"1084","9","1024","64","-Inf","huslerReissCopula",NA,NA
"1085","9","1024","64","0.835721892019427","tevCopula","-0.981829670296322","0.0513562268973162"
"1086","9","1024","64","0.00752251311061158","tCopula","-0.0182556198228687","5172.05111563256"
"1087","9","1024","64","-6.88960249185279e-08","rot gumbelCopula","1.00000001490116",NA
"1088","9","1024","64","-Inf","rot galambosCopula",NA,NA
"1089","9","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1090","10","1024","64","0","Independent",NA,NA
"1091","10","1024","64","0.0290862162451282","normalCopula","-0.0349544431893537",NA
"1092","10","1024","64","0.268122790289765","claytonCopula","0.125506016469212",NA
"1093","10","1024","64","-1.26757218204838e-07","gumbelCopula","1.00000001490116",NA
"1094","10","1024","64","-Inf","galambosCopula",NA,NA
"1095","10","1024","64","-Inf","huslerReissCopula",NA,NA
"1096","10","1024","64","-Inf","tevCopula",NA,NA
"1097","10","1024","64","0.104214885696757","tCopula","-0.0340520526112037","7.51764819247524"
"1098","10","1024","64","0.118145276168558","rot gumbelCopula","1.04221101411048",NA
"1099","10","1024","64","-Inf","rot galambosCopula",NA,NA
"1100","10","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1101","11","1024","64","0","Independent",NA,NA
"1102","11","1024","64","0.00422997192414476","normalCopula","-0.0133413253453732",NA
"1103","11","1024","64","0.13927776205174","claytonCopula","0.0941883650906368",NA
"1104","11","1024","64","-7.94670462836433e-08","gumbelCopula","1.00000001490116",NA
"1105","11","1024","64","-Inf","galambosCopula",NA,NA
"1106","11","1024","64","-Inf","huslerReissCopula",NA,NA
"1107","11","1024","64","-Inf","tevCopula",NA,NA
"1108","11","1024","64","0.00332898416642324","tCopula","-0.0133393675234439","2621.27774185133"
"1109","11","1024","64","0.0526711619150844","rot gumbelCopula","1.02870319183259",NA
"1110","11","1024","64","-Inf","rot galambosCopula",NA,NA
"1111","11","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1112","12","1024","64","0","Independent",NA,NA
"1113","12","1024","64","3.34517270412583","normalCopula","0.345135889445933",NA
"1114","12","1024","64","2.57138687843837","claytonCopula","0.63929491968302",NA
"1115","12","1024","64","3.02437891135899","gumbelCopula","1.27495815715226",NA
"1116","12","1024","64","2.89196137244012","galambosCopula","0.531855643804987",NA
"1117","12","1024","64","2.86781619893689","huslerReissCopula","0.902489509985795",NA
"1118","12","1024","64","3.29801196780185","tevCopula","-0.257585565281755","0.683967358769631"
"1119","12","1024","64","3.34506310608431","tCopula","0.345185251659968","2682.87376437822"
"1120","12","1024","64","3.17901266924128","rot gumbelCopula","1.28220211249304",NA
"1121","12","1024","64","2.95908796694457","rot galambosCopula","0.536660698625154",NA
"1122","12","1024","64","2.88093202693867","rot huslerReissCopula","0.902322117810628",NA
"1123","13","1024","64","0","Independent",NA,NA
"1124","13","1024","64","0.0623784130927094","normalCopula","-0.0511292169343189",NA
"1125","13","1024","64","0.0249079827478519","claytonCopula","-0.0375559916874165",NA
"1126","13","1024","64","-6.57644231680417e-08","gumbelCopula","1.00000001490116",NA
"1127","13","1024","64","-Inf","galambosCopula",NA,NA
"1128","13","1024","64","-Inf","huslerReissCopula",NA,NA
"1129","13","1024","64","-Inf","tevCopula",NA,NA
"1130","13","1024","64","0.0621976316777091","tCopula","-0.0511550918415634","4206.93580462421"
"1131","13","1024","64","-2.63569519334816e-08","rot gumbelCopula","1.00000001490116",NA
"1132","13","1024","64","-Inf","rot galambosCopula",NA,NA
"1133","13","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1134","14","1024","64","0","Independent",NA,NA
"1135","14","1024","64","0.384330376332983","normalCopula","-0.125693779751933",NA
"1136","14","1024","64","0.0833732857301256","claytonCopula","0.0607060191156653",NA
"1137","14","1024","64","-2.59973610609952e-07","gumbelCopula","1.00000001490116",NA
"1138","14","1024","64","-Inf","galambosCopula",NA,NA
"1139","14","1024","64","-Inf","huslerReissCopula",NA,NA
"1140","14","1024","64","-Inf","tevCopula",NA,NA
"1141","14","1024","64","0.3840668959245","tCopula","-0.12573976163179","3286.25308598157"
"1142","14","1024","64","-1.57717182924788e-08","rot gumbelCopula","1.00000001490116",NA
"1143","14","1024","64","-Inf","rot galambosCopula",NA,NA
"1144","14","1024","64","-Inf","rot huslerReissCopula",NA,NA
"1145","15","1024","64","0","Independent",NA,NA
"1146","15","1024","64","4.57788675266445","normalCopula","0.394402993821512",NA
"1147","15","1024","64","6.20033872531336","claytonCopula","0.67827022513548",NA
"1148","15","1024","64","3.31619219688837","gumbelCopula","1.27287742067417",NA
"1149","15","1024","64","3.4690091862223","galambosCopula","0.541384476856399",NA
"1150","15","1024","64","3.5753076125684","huslerReissCopula","0.931313147077564",NA
"1151","15","1024","64","3.544355940123","tevCopula","0.941080724377285","38.2109268499211"
"1152","15","1024","64","4.57765960299143","tCopula","0.394356302091762","2922.88857603309"
"1153","15","1024","64","5.53518280826733","rot gumbelCopula","1.34715983857962",NA
"1154","15","1024","64","5.76368373454352","rot galambosCopula","0.626711179828253",NA
"1155","15","1024","64","5.93537550211832","rot huslerReissCopula","1.04374064507554",NA
"1156","1","1024","96","0","Independent",NA,NA
"1157","1","1024","96","6.03594036551599","normalCopula","0.441854867698783",NA
"1158","1","1024","96","5.38159780038196","claytonCopula","0.793303414802505",NA
"1159","1","1024","96","6.22773752053194","gumbelCopula","1.3948806510215",NA
"1160","1","1024","96","6.07464433918863","galambosCopula","0.668999658611642",NA
"1161","1","1024","96","5.78562830239115","huslerReissCopula","1.05245539515809",NA
"1162","1","1024","96","6.32968351973125","tevCopula","0.552328645881618","2.80300283694349"
"1163","1","1024","96","6.63631559460177","tCopula","0.436193103694154","5.2755300192272"
"1164","1","1024","96","5.97150700286669","rot gumbelCopula","1.38717975189867",NA
"1165","1","1024","96","6.01408345669845","rot galambosCopula","0.662259073547393",NA
"1166","1","1024","96","6.00390811722556","rot huslerReissCopula","1.06580931596549",NA
"1167","2","1024","96","0","Independent",NA,NA
"1168","2","1024","96","2.51368577780201","normalCopula","-0.304451778003158",NA
"1169","2","1024","96","0.956865405612238","claytonCopula","-0.0968083123852669",NA
"1170","2","1024","96","-2.81384269173752e-07","gumbelCopula","1.00000001490116",NA
"1171","2","1024","96","-Inf","galambosCopula",NA,NA
"1172","2","1024","96","-Inf","huslerReissCopula",NA,NA
"1173","2","1024","96","-Inf","tevCopula",NA,NA
"1174","2","1024","96","2.89112946497111","tCopula","-0.275504491579888","4.86461911200852"
"1175","2","1024","96","-2.90064040953109e-07","rot gumbelCopula","1.00000001490116",NA
"1176","2","1024","96","-Inf","rot galambosCopula",NA,NA
"1177","2","1024","96","-Inf","rot huslerReissCopula",NA,NA
"1178","3","1024","96","0","Independent",NA,NA
"1179","3","1024","96","1.61152523533758","normalCopula","-0.248947446178222",NA
"1180","3","1024","96","1.94209734520229","claytonCopula","-0.239214871605815",NA
"1181","3","1024","96","-2.01605915861342e-07","gumbelCopula","1.00000001490116",NA
"1182","3","1024","96","-Inf","galambosCopula",NA,NA
"1183","3","1024","96","-Inf","huslerReissCopula",NA,NA
"1184","3","1024","96","-Inf","tevCopula",NA,NA
"1185","3","1024","96","1.72673749917854","tCopula","-0.228648398434062","7.41700745706499"
"1186","3","1024","96","-2.43662876291215e-07","rot gumbelCopula","1.00000001490116",NA
"1187","3","1024","96","-Inf","rot galambosCopula",NA,NA
"1188","3","1024","96","-Inf","rot huslerReissCopula",NA,NA
"1189","4","1024","96","0","Independent",NA,NA
"1190","4","1024","96","0.0780481467902079","normalCopula","-0.057168924384366",NA
"1191","4","1024","96","0.0294493679536211","claytonCopula","-0.00796692090974412",NA
"1192","4","1024","96","-1.33466917934255e-08","gumbelCopula","1.00000001490116",NA
"1193","4","1024","96","-Inf","galambosCopula",NA,NA
"1194","4","1024","96","-Inf","huslerReissCopula",NA,NA
"1195","4","1024","96","-Inf","tevCopula",NA,NA
"1196","4","1024","96","0.473902590183557","tCopula","-0.0235995456776349","4.0872139915192"
"1197","4","1024","96","-2.93095383189362e-08","rot gumbelCopula","1.00000001490116",NA
"1198","4","1024","96","-Inf","rot galambosCopula",NA,NA
"1199","4","1024","96","-Inf","rot huslerReissCopula",NA,NA
"1200","5","1024","96","0","Independent",NA,NA
"1201","5","1024","96","0.50752991642193","normalCopula","-0.143895007707069",NA
"1202","5","1024","96","0.0825707104934038","claytonCopula","-0.0786240045058999",NA
"1203","5","1024","96","-1.48435206459574e-07","gumbelCopula","1.00000001490116",NA
"1204","5","1024","96","-Inf","galambosCopula",NA,NA
"1205","5","1024","96","-Inf","huslerReissCopula",NA,NA
"1206","5","1024","96","-Inf","tevCopula",NA,NA
"1207","5","1024","96","0.967083786615416","tCopula","-0.059567743778829","3.56501949974609"
"1208","5","1024","96","-4.70151517717454e-08","rot gumbelCopula","1.00000001490116",NA
"1209","5","1024","96","-Inf","rot galambosCopula",NA,NA
"1210","5","1024","96","-Inf","rot huslerReissCopula",NA,NA
"1211","6","1024","96","0","Independent",NA,NA
"1212","6","1024","96","0.49691328697563","normalCopula","-0.142421589835384",NA
"1213","6","1024","96","1.15967892000909","claytonCopula","-0.13426957627091",NA
"1214","6","1024","96","-7.83164647269637e-08","gumbelCopula","1.00000001490116",NA
"1215","6","1024","96","-Inf","galambosCopula",NA,NA
"1216","6","1024","96","-Inf","huslerReissCopula",NA,NA
"1217","6","1024","96","-Inf","tevCopula",NA,NA
"1218","6","1024","96","0.506925690572531","tCopula","-0.13827533552621","21.2124347712127"
"1219","6","1024","96","-1.84944276014013e-07","rot gumbelCopula","1.00000001490116",NA
"1220","6","1024","96","-Inf","rot galambosCopula",NA,NA
"1221","6","1024","96","-Inf","rot huslerReissCopula",NA,NA
"1222","7","1024","96","0","Independent",NA,NA
"1223","7","1024","96","1.81259707213139","normalCopula","0.262728052156837",NA
"1224","7","1024","96","2.44749398580005","claytonCopula","0.427078125991184",NA
"1225","7","1024","96","1.59590556131404","gumbelCopula","1.18545637643754",NA
"1226","7","1024","96","1.53496521760507","galambosCopula","0.434361925254975",NA
"1227","7","1024","96","1.51320582174013","huslerReissCopula","0.781396982409331",NA
