"","P","I","ll","copula","params1","params2"
"462","5","1","89.6054107392761","rot huslerReissCopula","1.88223184143786",NA
"463","5","2","0","Independent",NA,NA
"464","5","2","90.5596373409015","normalCopula","0.745232762335747",NA
"465","5","2","60.9734443513674","claytonCopula","2.82428792148817",NA
"466","5","2","89.6824867599642","gumbelCopula","2.12206518530229",NA
"467","5","2","87.4830035473412","galambosCopula","1.39518045181982",NA
"468","5","2","80.7808630409761","huslerReissCopula","1.75163084039722",NA
"469","5","2","92.7358788924861","tevCopula","0.825791886655976","2.04937032508934"
"470","5","2","100.251072505963","tCopula","0.766762090026472","4.64136685785347"
"471","5","2","94.0314927886639","rot gumbelCopula","2.15414591046375",NA
"472","5","2","92.7047629252158","rot galambosCopula","1.4338601649201",NA
"473","5","2","87.097596357223","rot huslerReissCopula","1.82660958033386",NA
"474","5","3","0","Independent",NA,NA
"475","5","3","70.4116630975188","normalCopula","0.686391137487271",NA
"476","5","3","93.8465603403196","claytonCopula","2.32308412395643",NA
"477","5","3","55.772655246204","gumbelCopula","1.79335858326128",NA
"478","5","3","53.4632666618568","galambosCopula","1.04829418205994",NA
"479","5","3","47.8952861297065","huslerReissCopula","1.37746069507249",NA
"480","5","3","58.6699198928432","tevCopula","0.724614107336366","1.81342458818624"
"481","5","3","79.7256318255036","tCopula","0.717975180662153","4.31583148195313"
"482","5","3","91.7137311364682","rot gumbelCopula","2.11137866387293",NA
"483","5","3","90.1458125341374","rot galambosCopula","1.40208903873325",NA
"484","5","3","84.3383180246637","rot huslerReissCopula","1.81118686678063",NA
"485","6","0","0","Independent",NA,NA
"486","6","0","92.1968876914194","normalCopula","0.749390002082572",NA
"487","6","0","75.4690268516481","claytonCopula","2.69814836723607",NA
"488","6","0","77.5573018623511","gumbelCopula","1.98039256670067",NA
"489","6","0","77.1988300341758","galambosCopula","1.248404351498",NA
"490","6","0","75.568415196295","huslerReissCopula","1.68557529240155",NA
"491","6","0","77.2522327481523","tevCopula","0.900545615097271","5.5452083600058"
"492","6","0","93.502440038394","tCopula","0.754037005974267","11.5238030544404"
"493","6","0","95.9756304957315","rot gumbelCopula","2.14306327199723",NA
"494","6","0","95.9263057130847","rot galambosCopula","1.43394132444373",NA
"495","6","0","93.8058293939851","rot huslerReissCopula","1.91753685941556",NA
"496","6","1","0","Independent",NA,NA
"497","6","1","68.5850766374498","normalCopula","0.680176586630452",NA
"498","6","1","71.7724240675347","claytonCopula","2.40035400272485",NA
"499","6","1","58.6678665959854","gumbelCopula","1.8158350044888",NA
"500","6","1","56.8556392845541","galambosCopula","1.06606934942458",NA
"501","6","1","53.87768736629","huslerReissCopula","1.4439952185617",NA
"502","6","1","60.0099943557151","tevCopula","0.735292540735445","1.86859521691152"
"503","6","1","78.2910903355463","tCopula","0.712214741833458","4.39794723840783"
"504","6","1","83.4207759892596","rot gumbelCopula","2.0386357670072",NA
"505","6","1","81.2147271466367","rot galambosCopula","1.31825052216618",NA
"506","6","1","74.4134958761492","rot huslerReissCopula","1.68279272232371",NA
"507","6","2","0","Independent",NA,NA
"508","6","2","69.3084725274716","normalCopula","0.682609871225532",NA
"509","6","2","70.0939764327385","claytonCopula","1.93109295056953",NA
"510","6","2","57.587489131197","gumbelCopula","1.76338365239347",NA
"511","6","2","57.6262728787651","galambosCopula","1.03177573458259",NA
"512","6","2","57.4505414553476","huslerReissCopula","1.47681575568033",NA
"513","6","2","57.5648799020003","tevCopula","0.934584851524711","12.7304678198466"
"514","6","2","71.3838833192579","tCopula","0.680873771770434","6.98168543136399"
"515","6","2","76.395621196793","rot gumbelCopula","1.91241963423886",NA
"516","6","2","76.8013520678915","rot galambosCopula","1.20649571450468",NA
"517","6","2","76.6562231472411","rot huslerReissCopula","1.71038006693788",NA
"518","6","3","0","Independent",NA,NA
"519","6","3","42.0594528145801","normalCopula","0.567470513729844",NA
"520","6","3","40.9279674973629","claytonCopula","1.60630741241846",NA
"521","6","3","39.077834028389","gumbelCopula","1.60033984509366",NA
"522","6","3","36.9288663046726","galambosCopula","0.853205022913037",NA
"523","6","3","34.1084874630175","huslerReissCopula","1.21112837950655",NA
"524","6","3","41.8526878718667","tevCopula","0.544797048800302","1.35240935508372"
"525","6","3","51.2829878373527","tCopula","0.605274016182239","3.6764393186902"
"526","6","3","50.5827354996049","rot gumbelCopula","1.69214021493686",NA
"527","6","3","48.4166880106716","rot galambosCopula","0.963756026476694",NA
"528","6","3","44.1476251789406","rot huslerReissCopula","1.32054606619117",NA
"529","7","0","0","Independent",NA,NA
"530","7","0","78.4775939255057","normalCopula","0.71181386406555",NA
"531","7","0","98.2302842101293","claytonCopula","2.38292993380358",NA
"532","7","0","61.9954184694659","gumbelCopula","1.84711696605722",NA
"533","7","0","59.8069027492261","galambosCopula","1.1072059472947",NA
"534","7","0","55.0110476119758","huslerReissCopula","1.45570741596245",NA
"535","7","0","64.3925398316897","tevCopula","0.74886142132867","1.94159336873863"
"536","7","0","84.34479211149","tCopula","0.729118614567986","4.9352893495177"
